3,3,5,2,"""perch ho bisogno di uno studio medico? se l'80% dei genitori di bambini con autismo regressivo nella mia pratica afferma che il loro bambino ha reagito dopo il vaccino mmr, perch ho bisogno di uno studio medico?"" dr. douglas hulstedt link","A39"
6,4,4,1,"""si è aperto anche un conflitto sul vaccino. è evidente che impadronirsi del vaccino prima degli altri è un vantaggio competitivo. a questo scandalo si dovrebbe reagire.""  massimo d'alema a #ctcf #stiamoancoraattenti link","A40"
1,4,4,1,"""su terapie e vaccino ad ora niente di sicuro"". intervista a silvio garattini (di l. matarese) link","A42"
4,5,5,0,"""vado al mare, sono una deputata"": ex grillina no vax fermata sulla strada per ostia link  user user user arriva presto, va ricoverata. #peppegrillari #novax","A44"
3,3,2,2,"""valutazione del fallimento del #vaccino contro il morbillo a tianjin (cina)""  a bambini vaccinati con pi dosi, si verificano notevoli casi di morbillo a tianjin, con coperture del 97%.   necessario comprendere le ragioni del fallimento del vaccino.  link","A45"
1,4,4,0,"“conte che annuncia la scoperta del vaccino lo voglio così. a reti unificate” link","A47"
5,1,4,0,"“ho il sospetto che stavolta i no-vax si faranno vaccinare”. intervista a user da non perdere. link","A48"
1,1,4,0,"“previsioni buone, presto il vaccino” da invest analysis news - link","A51"
5,4,5,0,"«coronavirus fasullo», denunciato il guru dei no vax stefano montanari - vicenzapiù link","A53"
4,4,3,2,"(io come cavie per provare il vaccino userei quelli che vogliono uscire di casa a tutti i costi)","A57"
1,4,4,1,"(vaccino coronavirus, il ministro speranza firma accordo per 400 milioni di dosi)  playhitmusic - link link","A59"
1,1,4,0,"@_ilovedelpo eh no ma anche l'influenza è pericolosa per chi ha altri problemi, infatti ogni anno muoiono migliaia di persone per complicanze dovute all'influenza. al vaccino ci stanno lavorando, speriamo arrivi presto.","A63"
5,1,5,0,"user user sulla non pericolosità del vaccino si è espressa la nostra proliferazione come genere. altrimenti ci saremmo fermati al vaiolo. li cerchi lei, ma sulle banche dati (pubmed).","A67"
1,4,"",0,"user user user ebrei: ‘galilee reasearch istitute’ (migal) di israele ha annunciato di aver raggiunto “risultati scientifici” tali da poter “portare alla rapida creazione di un vaccino contro il coronavirus”. alla meloni lo danno solo se va ad auschwitz...convinta!","A68"
3,3,4,2,"user user__2008 user a convivere ...a distanza di 40 anni c'è tantissima gente che continua a contagiarsi e a morire (si parla di circa 40.000.000 di morti nel mondo) ..il vaccino,sempre dato per pronto, non è mai arrivato ..esistono delle cure ..ecco, pure col covid dovremmo imparare a conviverci","A69"
5,5,1,0,"user user vedo che mi segue molto. i gatti sono animali intelligentissimi, più dei no-vax.","A73"
3,3,2,2,"user user user forse non è chiaro che qui non si sta parlando (e parlo per me non per altri) dei vaccini in generale,  ma di un vaccino che vogliono sviluppare in tempi rapidissimi, senza seguire i protocolli e soprattutto vogliono imporre a tutti. spero di essere stata chiara.","A74"
1,1,4,0,"user prima o poi bisognerà dare qualche piccola libertà alle persone, non possiamo restare chiusi in casa fino a che non si trova un vaccino (anche perché si parla di parecchi mesi)","A75"
3,3,2,2,"user qto è l'obj gates e rockefeller hanno investito su id2020, un microchip sottopelle per le vaccinazioni digitali. la crisi da coronavirus è perfetta per obbligarci a usare id2020. indosseremo il marchio della bestia. link","A78"
4,6,1,4,"user_ansa allora vi spiego, funziona come l'app sviluppata in cina che è facoltativa scaricare e segnalarsi se hai virus, ma se non lo fai non puoi entrare in nessun negozio perché vogliono il risultato dell'app. ecco  il vaccino se non lo farai non ti faranno accedere a scuola o altro.","A83"
4,3,3,2,"user_ansa chiss� perch� il #vaccino ce lo propinano sempre a noi italiani , i #migranti arrivano con tutte le pestilenze possibili mai sentito un urgenza di vaccinazione per loro...in effetti siamo noi da eliminare...","A84"
1,4,1,0,"user_ansa cosa c'è di difficile nel capire che un virus circola se noi circoliamo? siamo in emergenza. ne volete uscire? allora si sta isolati. nessuna alternativa fino al vaccino. per colpa di scriteriati, non ne verremo fuori presto. #chegente","A85"
1,4,6,1,"user user user user negare la realtà col sarcasmo può essere, individualmente, un tonico per lo spirito, ma non cambiare i fatti.   le nostre capacità tecno-scientifiche si sono rivelate inutili finora. vaccino o cura arriveranno, sicuro, ma quando la pandemia avrà fatto il suo corso.","A87"
5,5,1,0,"user user user user i novax sono i servi scemi della medicina  privata. preferiscono che si sviluppino malattie da curare poi negli ospedali privati piuttosto che prevenire la cosa con vaccino gratuiti offerti dalla sanità pubblica. un misto di ignoranza e inettitudine clamorosa","A88"
4,1,1,0,"user user user avrai la consapevolezza che finché il virus è in giro sarà opportuno rimanere in casa perché potrebbe ripartire in qualsiasi momento. propongo quindi, per compensare l'italico vizio, di assecondare questo istinto e lasciarvi in casa fino alla disponibilità di un vaccino.","A90"
4,1,1,0,"user ma senza medicinali che risolvano realmente i sintomi più gravi, senza vaccino, con gli ospedali pieni o giù di lì... quali sono le aspettative?","A96"
4,2,4,1,"user praticamente il ministro ci sta dicendo che fin quando non troveranno il vaccino dobbiamo stare a casa????","A100"
1,1,4,0,"user_pecchia user bisogna leggere cosa scrive l'oms ed anche l'imperial college di londra. la pandemia non sarà  di breve durata, potrebbe durare anni, fino a che sia disponibile un vaccino in quantità  adeguate, con periodi di rallentamento e ricadute successive.  #coronavirus","A101"
3,3,2,2,"user_cocco user se il vaccino è un obbligo anche l'assistenza dello stato per chi ha subito danni dal vaccino dev'essere un obbligo. o deve investire sulla prevenzione!","A106"
3,2,3,2,"user user appartiene  alla categoria  "" solo il vaccino ci darà  la vita di prima""... però  il vaccino a me sembra più  chimera man mano che passano i mesi, forse perché  il covid pare abbia lo stesso  comportamento  dei virus del raffreddore?","A110"
6,6,4,4,"user user user user user dott porro, la prego, mi risponda, un semplice si o un semplice no, lei ha fatto il vaccino antinfluenzale ?","A115"
5,5,1,0,"user_xxy9 user user il vaccino dtp è una cosa completamente differente. mi perdoni, ma lei ha una gran confusione riguardo al funzionamento dei vaccini. lasci perdere google e se le interessa conoscere veramente i vaccini si iscriva a biologia, biotecnologie o medicina all'università.","A116"
1,1,4,0,"user considerato che non c'è ancora vaccino, nemmeno per il personale sanitario, mandare al fronte i più vulnerabili mi pare una scelta sconsiderata.","A118"
1,3,3,2,"user_baolo ammesso che un vaccino che funzioni lo si trovi veramente, con tutto questo: salta i test, aggira le regole, usiamolo anche se non approvato, il rischio è che fra qualche anno ci si accorga che i danni sono superiori ai benefici ma a quel punto il disastro sarebbe già fatto.","A119"
2,2,4,3,"user user user in che senso il virus muta? e allora come si fa a trovare un vaccino? quanti altri coronavirus mutano, e per quanti si è trovato un vaccino? a questo punto sono preoccupato.  link","A120"
1,4,1,0,"user user user_bordin user user user user_s user user user_mussati user ormai è chiaro che il virus esiste ed è di poco più aggressivo di una influenza. il problema è che fino a quando non si svilupperanno gli anticorpi o si troverà un vaccino, ci saranno contagi. gli sciacalli sfruttano la salute dei cittadini per fini elettorali. #cazzaroverde","A121"
3,6,3,4,"user gli #illuminati odiano chi oscura la loro luce ! #dedonno #si #sieroterapia #novax","A123"
2,3,3,2,"user user user user le sfugge la differenza fra #vaccino e vaccino obbligatorio. quando sarà pronto ognuno deve decidere in accordo con il proprio medico di fiducia se farlo o meno. per esempio per questo medico è meno letale di polmoniti normali... link","A126"
2,3,2,3,"user user user sono d'accordo con lei, i vaccini pero' richiedono molto piu' tempo per la sperimentazione e si parla di anni, sinceramente quando ci sara' un vaccino sicuro per il covid non vedo perche' non farlo dati i precedenti in india con i suoi vaccini contro il polio non mi fido di gates","A134"
4,4,3,1,"user user ennesima menzogna del governo conte: solo propaganda politica. non esiste nessun vaccino pronto per il prossimo autunno né alcun accordo con l'italia: link","A140"
1,1,4,0,"user_ccc user user user a questa conclusione sono arrivati tutti i virologi del mondo,anche di opposte fazioni. le influenze e i virus possono tornare ciclicamente anche modificati, ecco perché il vaccino non rende immuni, ma prepara il corpo a riceverlo in maniera più leggera.","A141"
1,5,1,0,"user paragonare un'app, di cui si discute la questione conservazione dati, ai vaccini obbligatori che salvano la vita a milioni di persone è proprio da individuo piccolo piccolo. si rassegni le idee #novax rimarranno delle vaccate abissali e il coronavirus lo sta dimostrando.","A143"
2,3,3,3,"user user_max user user io non sono no vax,ma non voglio il vaccino per il covid per una serie di ragioni che probabilmente tu non sei in grado di capire.tempo non ne link penso a me,tu fai ciò che vuoi.libertà ti dice qualcosa?","A144"
4,2,4,3,"user_piatta_ si potrà produrre un vaccino viste le caratteristiche del virus? è tutto un punto di domanda.","A145"
4,2,4,3,"user il problema non è tanto il vaccino, è che poi ci tocca fare gli aggiornamenti.","A146"
2,3,4,3,"user user cerchiamo di ricordare che qui si parla di un corona, cioè di un virus ballerino. il tempo di sperimentare un vaccino..e lui è già cambiato","A148"
4,1,1,1,"user user avete trovato il vaccino? no, perché ci sarebbe una pandemia di un virus molto pericoloso e senza cura né vaccino","A150"
1,4,4,0,"user purtroppo sarà lunga arrivare ad una cura o ad un vaccino.","A152"
1,1,4,0,"user_ gli anziani sono un patrimonio da custodire non da sacrificare. purtroppo senza vaccino senza antivirali sono indifesi.","A162"
2,3,3,3,"user user se trovano il vaccino per il cov-19 , non sarà buono per il cov-21 quando arriverà sarà mutato","A163"
3,6,3,2,"user l'hanno ripetuto giornalmente a tutti quelli che come te non vogliono intendere che qualsiasi vaccino non serve e non aiuta col covid. hai capito adesso ? sei a rischio come tutti❗ stai a casa e evita domande inutili ❌","A164"
4,1,1,1,"user un vaccino contro il cancro (hpv) è efficacissimo e sicurissimo. il 50% dei genitori lo rifiuta per i figli adolescenti","A165"
1,4,4,1,"user sono quasi sicura che, ora che tutto il pianeta è stato contagiato e che la “strizza” ce l’hanno tutti, troveranno in breve una cura per poveri e ricchi. poi arriverà il vaccino per l’autunno.","A167"
1,1,4,0,"user_ viaggiare! anche se, credo ce ne voglia ancora per salire su un treno in spensieratezza. sarà tutto molto molto diverso, ancora per un bel po', diciamo fino a che sarà pronto il vaccino.","A171"
3,4,4,2,"user  i sospetti di speculazione finanziaria dietro gli annunci sul vaccino di moderna link di user_italia","A172"
1,1,4,0,"user user non si potrà ripartire normalmente fino al vaccino lo stanno dicendo in tutti i modi gli scienziati","A177"
4,1,1,0,"user_ il vaccino per l'influenza non è obbligatorio ma raccomandato alle fasce a rischio (anziani, immunodepressi, etc). il 30% è un'ottima percentuale.","A178"
1,1,4,0,"user_gaspari stiamo a casa fino a chi gli infetti saranno in numero sufficientemente basso da non essere problema, credo.  poi partirà una fase di ""libertà vigilata"" con tracking su base volontaria, per individuare subito possibili nuovi malati e isolarsi subito.  poi un vaccino..speriamo","A180"
4,1,4,0,"user user user fintanto che non si trova un vaccino o r0 va sotto 1, questa e' un'emergenza sanitaria di massimo livello. la gente non deve andare in panico, ma nemmeno perdere la propria attenzione 2/2","A184"
1,4,1,0,"user user visto che belle la terapia intensiva io l ho vista per lungo tempo con mio padre e più di una sono simili nn centra l ospedale di cremona pregate che trovino un vaccino dio ascoltaci","A185"
3,3,2,2,"user conoscevo.. bhe nel caso di bergamo, però, erano un po obbligati a fare il secondo vaccino x il meningococco. tra meningite e #covid19 meglio il secondo. la possibilità però che i vaccini abbiano indebolito il sistema immunitario, favorendo l'infezione di corona, è molto alta.","A186"
3,3,2,2,"user user user non può esistere una reale ricerca di vaccino prima di conoscere la malattia, ci vuole tempo, almeno alcuni anni di studi, solo dopo arriva la ricerca. se davvero testeranno persone con intrugli fatti a casaccio, gli effetti collaterali a medio/lungo termine saranno devastanti.","A187"
1,4,3,1,"user hanno preso gusto a tenerci al guinzaglio. non a caso, intendono prolungare le misure come il distanziamento sociale, anche qualora queste precauzioni non avranno alcuna ragione di persistere. fino al vaccino... vaccino che ha utilità preventiva, non di cura delle malattie.","A192"
4,2,2,3,"user porteremo le mascherine fino al vaccino! siete contenti? e il vaccino lo fareste?","A193"
2,2,3,3,"user dicono che non sanno se il virus dà immunità e per quanto tempo, forse un mese, forse due, forse di più. che senso avrebbe fare un vaccino che forse non vaccina? per fare poi richiami periodici? sembra una forzatura, no?","A197"
1,3,4,2,"user e il vaccino c'è l'hanno in caso qualcosa o qualcuno di loro dovesse succedergli qualcosa","A208"
1,1,4,0,"user quindi, se falliscono le misure di contenimento o non arriva in tempo un vaccino o una cura, considerando un contagio del 60% della popolazione e la letalità da lei calcolata si arriva a 410.400 decessi. numeri incredibili. spero di sbagliarmi","A211"
3,3,2,2,"user il bugiardino serve per capire da cosa è composto un vaccino, le schifezze che ci sono dentro, anche no grazie. per quanto riguarda gli studi, i casi sono due: il vaccino viene fatto di corsa, quindi  breve sperimentazione o è già pronto da tempo.  comunque sia, qualcosa non va.","A212"
4,2,1,1,"user_naive tieni comunque conto che il covid è soprattutto una polmonite virale! la spagnola, fu una polmonite virale, che fece una vera strage! da quel periodo ad oggi, sono passati più di 100 anni, ed ancora non esiste un vaccino, contro la polmonite!","A213"
2,6,4,3,"user qui sembra che nessuno abbia idea di come funziona un vaccino e come funziona il sistema immunitario.  sempre che il vaccino funzioni, quanti giorni servono perché il sistema immunitario crei anticorpi reattivi?","A214"
1,1,4,0,"user se ci fosse il vaccino lo sforzo sarebbe vaccinarci tutti per proteggere chi è più debole. non essendoci il vaccino, lo sforzo è evitare i contatti tra chi proviene da zone a rischio, proteggendo così chi è più debole... ma che le malattie uccidano vecchi e infermi è sempre stato","A215"
4,1,1,0,"user user esiste già un vaccino in fase1. che inizierà la fase2 a settembre. a fine anno inizierà la produzione su scala mondiale. entro un anno avremo il vaccino. il concetto è che non c'è scelta. e ci aspettano altri lockdown.","A216"
1,4,4,1,"user user te lo dicono i virologi che prima di 18 mesi non sarà pronto il vaccino, che prima di ottobre è difficile tornare alla normalità e che non si può escludere l’ondata di ritorno ... fatti due conti e vediamo dove arriviamo.","A219"
1,4,4,1,"user user_w user_tonii +++ il governo americano dichiara che il vaccino per il #coronavirus è già pronto e domani parte la sperimentazione clinica +++ link user user user_grim user user user_masala user user user","A220"
1,1,4,0,"user non sono un fan di renzi, ma tra qualche settimana sarà così per forza. tanto finché non si trova una cura e/o un vaccino il virus sarà sempre una minaccia","A224"
5,5,1,0,"user user user e per quello che non mette le pubblicazioni nel cv?  guardi, io parlo con tutti, ma non con i no vax. quindi mi scusi","A226"
4,4,1,1,"user purtroppo ti devo contraddire. vista la situazione di contagi e l‘inesistenza di un vaccino la misura adottata da tutto il mondo non è né assurda né inutile.  tutti bravi a parlare quando non si ha la responsabilità delle decisioni ve‘? ed io beninteso disprezzo questo governo.","A230"
6,1,3,1,"user presto obbligatorio per tutti, e come un un buon paese comunista italiano se nn lo fai perdi il diritto di essere italiano, vaccino solo per gli italiani nn x gli exstra comunitari, viva l'italia","A238"
4,3,1,0,"user si saranno accorti che il virus non può essere debellato subito. senza vaccino. cosa fare? tanto vale ricominciare.","A241"
1,1,4,0,"user dopo il vaccino almeno per due anni dovremo tutti comprare italiano aiutare i lavoratori i piccoli negozi e fare le vacanze in italia","A243"
5,5,1,0,"user user user quindi il video che“non vogliono farci vedere“é disponibile sulla piattaforma streaming più famosa al mondo? e’ tutto così segreto che anche il fruttivendolo al mercato ne parla.non fate il vaccino, così bigpharma può vendervi le medicine per curarvi: eccovi servito il complotto!","A246"
1,1,4,0,"user user solo politica in un anno elettorale. per il resto la vita va avanti normale. e sono convinto che ci sono decine di migliaia di casi negli usa, trattati senza panico. ormai si deve pensare alla cura (e al vaccino), pensare di isolarlo è pura utopia. la normale influenza, meno","A257"
4,4,3,1,"user user anche un semplicissimo herpes non ha vaccino ... è un virus...ci conviviamo","A259"
3,3,4,2,"user user non è così il virus muta, è come pensare di vaccinarsi dal raffreddore per cui il vaccino non serve a nulla. o meglio serve a fare interessi case farmaceutiche","A262"
3,2,3,2,"user oltre alla mascherina ci vogliono imporre anche il bavaglio, mi sembra si stia esagerando, non vorrei che dopo i camici cominciassero con le camice di forza a chi rifiuta il vaccino e l'appalto di esse dato ai cugini di primo letto e alle fidanzatine","A265"
4,3,3,1,"user user l'eccesso di vaccino obbligatorii provo fenomeni radicali di rifiuto, è naturale.","A266"
3,5,3,2,"user hanno scoperto il giochino e lo useranno ancora, non resta che aspettare un virus o presunto tale e saranno pronti ad imporre restrizioni sempre più dure. verremo marchiati con un vaccino, cip o app che sia.  mentre il simbolo di sottomissione c'è già : la mascherina!","A269"
1,4,4,1,"user per il vaccino bisogna aspettare più di un anno, se tutto va bene!","A272"
2,2,1,3,"user user user_stg user_meluzzi user se la caratteristica è fissa (alcune lo sono) il vaccino è efficace. se ci dobbiamo comunque contagiare tanto vale prenderlo. col tempo i virus che mutano diventano meno cattivi.","A285"
1,1,4,0,"user user user l'rticolo linkato: dice che le categorie da isolare sono quelle che hanno fatto il vaccino, perché fa il vaccino chi è a rischio. e' stato interpretato in maniera errata da chi dice che le categorie sono da isolare a causa del vaccino, non è quello che c'è scritto","A292"
1,4,1,0,"user credo che riaprire domani, a maggio o giugno non cambierà nulla in termini di contagi. non c'è ancora immunità di gregge, non c'è vaccino né un antivirale efficace. e ovviamente stando a casa non si uccide il virus. credo che la questione sia solo economica. in italia e nel mondo","A294"
1,3,4,1,"user_official user non possiamo aspettare un vaccino. si deve tornare alla normalità, e basta distanze e mascherine, almeno nelle zone non a rischio e con pochi contagi","A295"
4,4,1,0,"user user_donato per uscirne, in attesa di vaccino, è obbligatorio tornare a far funzionare le strutture sanitarie in modo normale dimininuendo drasticamente il numero dei ricoverati e contemporaneamente raddoppiando il numero di posti letto disponibili compresi quelli della terapia intensiva.","A299"
2,3,1,3,"user user user ma no, il morbillo non ha mortalità al 100%, è ovvio che ci siano un sacco di persone che hanno passato il morbillo e hanno sviluppato gli anticorpi. quindi se io ho già gli anticorpi il vaccino non lo faccio, come non prendo un farmaco per il mal di testa se non ho mal di testa","A300"
4,4,1,1,"user il vaccino antinfluenzale ha efficacia per circa il 50-60%. il motivo è che servono 6 mesi per produrlo, il che significa che ad ogni fine inverno un team all'oms si riunisce per tentare di prevedere quale sarà l'influenza della prossima stagione, in base ai dati statistici ed...","A305"
4,1,1,0,"user si strumenti pochi e' vero. ma si stan tentando cure ( anche hiv sembrava incurabile e oggi tanti ci convivono grazie a cure trovate) ieri per la prima volta un vaccino sperimentato su topi e macachi ha dato esiti positivi, ed e' un piccolo segno positivo.","A306"
2,2,3,3,"user user il vaccino decido io se farlo o meno... nessuno deciderà x me..punto .","A308"
1,1,4,0,"user user_s l'importante è che bill gates o chiunque altro (tranne i cinesi) trovi una cura o un vaccino. allo ""stile di vita"", una volta finita l'emergenza, ci penserà ognuno di noi.","A311"
1,1,4,0,"user quello che tu chiami tempi del coronavirus, senza un vaccino è il nostro nuovo mondo.","A313"
1,5,1,0,"user va bene. ricordati di ringraziare quelli che il vaccino, invece, se lo faranno iniettare per difendere anche te e i tuoi cari.","A319"
1,4,4,1,"user e se magari, prima del vaccino, arrivasse una cura? non é la stessa cosa, ma sarebbe una gran cosa. ed é meno complessa.","A321"
4,1,1,0,"user user non ci sono contagiati perché siamo tutti in casa al sicuro. se dovessimo uscire tornerebbero i morti alle stelle. ancora non c'è sicurezza. ancora non c'è un vaccino.","A322"
5,4,5,0,"user guarda che montagnier è un no-vax che ha sbagliato anche il rosso della tinta per pitturarsi i capelli figuriamoci se azzecca la genesi del covid-19!","A323"
5,5,4,0,"user sono tutti scemi a parte te che ti sei dichiarato più volte no vax. ok, va bene.","A328"
1,4,6,1,"user senza la ripresa economica la vita sarà breve. non si può tenere blindata un italia fino al vaccino. almeno fabbriche cantieri e attività commerciali devono riaprire, le altre dove non ci sono le garanzie di sicurezza devono rimanere chiuse ma pagate dallo stato a fondo perduto.","A335"
1,6,1,0,"user ormai il collasso cè che cazzo vogliono? sappiamo che fino a quando non c’è un vaccino sarà sempre a rischio.. quindi che schiantano tutti","A336"
3,3,6,2,"user user finalmente qualcuno ha capito e ti dirò di più, quando avverrà il g20 a breve, come d'incanto arriverà il vaccino.","A337"
1,3,1,4,"user io mi vaccino.  ma se davanti a me lo fanno, tanto per cominciare, #burloni, #fazzio, #galli, #arcuri, #borrelli, #brusaferro e ovviamente i maggiori responsabili  #gonte e #mottarello. de giggino non me ne frega #nabibbita. 'ndo devo firmà???","A338"
4,3,3,2,"user_fivestar user involontariamente zinga ha fatto autogol  i primi a non vaccinarsi sono proprio i medici  e poi i politici...mica la lorenzin ha fatto mai vedere i certificati di vaccinazione dei pargoli","A339"
1,1,4,0,"user tanto oggi l'italia non si ferma la gente si muoverà per il tutto il territorio seminando ugualmente qua e là, solo un vaccino è la soluzione non l'assalto ai supermercati e quindi speriamo che io me la cavo","A344"
5,5,1,0,"user a tutti gli scenziatoni #novax , va bene se non volete farlo, ma se vi contagiate poi vi andate a pagare tutte le spese mediche privatamente, così non peserete con la vostra ignoranza al ssn","A345"
1,1,4,0,"user sono almeno tre paesi vicini al vaccino. quando ci sarà un vaccino festeggeremo. per ora continuiamo a contenere gli spostamenti.","A348"
1,4,2,1,"#agorarai  •#lopalco: ""quando arriverà il vaccino potremo tornare a fare la vita di prima""  la libertà è ufficialmente in vendita. link","A351"
1,4,6,1,"#borisjohnson tiene viva la sua teoria di lasciare che il #covidー19 si diffonda in attesa dell'immunità di gregge.  burioni: « non ha senso parlarne perché non abbiamo un vaccino e non sappiamo se l’infezione conferisce immunità ».  boris ma continui ad essere scemo forte però.","A355"
6,4,1,1,"#buonapasquaconunafoto presuntuosi ! abbiamo dilaniato, sprecato, rubato e ucciso. era questa la ""civiltà"" che volevi? l'umanità è divisa e perderà! c'è chi vuol comprare il vaccino con esclusiva e chi pensa a sopraffare nelle difficoltà il vicino. perché dovremmo sopravvivere? link","A356"
1,1,4,0,"#conte: ""mantenere e far rispettare, a tutti i livelli, le misure per il distanziamento sociale e promuovere l’utilizzo diffuso dei dispositivi di protezione individuale, fino a quando non saranno disponibili una specifica terapia e un vaccino"".","A357"
1,1,6,0,"#coronaviriusitalia da cittadino incazzato non comprendo come con i mega computer e le risorse a livello mondiale disponibili in termini di scienziati e di soldi non si possa creare immediatamente un vaccino. per me incomprensibile. e intanto si crepa.","A360"
4,6,6,1,"#coronavirus  ma l'avrò fatta la vaccinazione ?? link","A361"
4,4,1,1,"#coronavirus,  l'infettivologo pierluigi viale in diretta a #mattino5:  ""la malattia ha due fasi"" ma quali sono le novità sui farmaci e per il vaccino? link","A367"
1,1,4,1,"#coronavirus, #billgates e #melindagates: 'pagheremo noi il #vaccino' ...#news,#covid19  link","A370"
4,4,6,1,"#coronavirus, papa: ho chiesto a dio di fermare l'epidemia. a posto, dite pure a medici e ricercatori di interrompere gli studi per trovare un vaccino, non serve pi�. #covid19italia #covid19","A380"
1,1,4,0,"#coronavirus, patto europeo per il vaccino. lunedì sottoscrizione da 7,5 miliardi. il documento dei leader ue. lettera firmata da conte, macron, merkel, michel, von der leyen, solberg. una risposta globale: lavorare insieme per guarire il mondo. link","A382"
1,4,4,1,"#coronavirus, policlinico milano: con modellazione cellulare piu' veloci verso vaccino link","A383"
4,1,4,1,"#coronavirus, si fa più vicina la possibilità di un #vaccino. l'azienda #biotech usa moderna avvia la sperimentazione clinica su un piccolo numero di persone. la cina avvia i test sugli animali, l'australia ha concluso la sperimentazione in laboratorio. link","A384"
1,4,4,0,"#coronavirus: #vaccino imminente dalla #germania - link - #curevac #trump link","A385"
1,4,4,1,"#coronavirus: l’infettivologo massimo galli, docente user e dirigente dell’ospedale #sacco di milano, spiega tra quanto capiremo come evolverà l’epidemia e a quali farmaci si guarda per un’alternativa al vaccino.  leggi l’intervista: link user","A386"
4,4,1,1,"#coronavirus: partnership moderna - lonza per produrre  fino a 1 miliardo di dosi all'anno di #vaccino link user_tx user","A387"
1,1,4,0,"#coronavirus: un vaccino potrebbe essere pronto a settembre secondo la scienziata che lo sta sviluppando a #oxford link","A389"
4,4,6,1,"#coronavirus. test animali bypassati negli stati uniti per la #ricerca di un #vaccino? no! facciamo chiarezza. #sperimentazioneanimale #covid19 link","A390"
1,3,2,2,"#covid19, #fauci: ""non torneremo alla normalità almeno per un anno. la soluzione vera è il #vaccino"". giusto il tempo che ci vuole per metterlo in commercio. link","A392"
3,2,3,2,"#domandedasomaro 3) dai primi dati emersi dalla regione #emiliaromagna sui danni da #vaccino e reazioni avverse ai farmaci, risulta che dal 2017 c' un'impennata vertiginosa delle reazioni avverse, perch? link link","A395"
2,6,3,2,"#domandedasomaro 5) perch il governo usa metodi da #gestapo contro chi tenta di analizzare i #vaccini per verificare la loro sicurezza, ma protegge con ogni mezzo le ditte produttrici, addirittura le esonera da ogni responsabilit per danno da #vaccino??? link link","A396"
