4,4,4,1,"al momento sono 29.969.854 le dosi di vaccino somministrate alla popolazione italiana, mentre 9.759.934 persone hanno concluso il ciclo vaccinale sul territorio nazionale (16,47% della popolazione).","B94"
2,2,2,3,"user user user io capisco checome molti inorridisci di fronte ai no-vax e agli anti-scienza: inorridisico anche io. ma ciò non significa che bisogna diventere ""fanatici"" dall'altro lato. purtroppo, ripeto, la medicina (anche in quest'anno di pandemia) ha sempre dimostrato questo limite","B95"
1,1,1,0,"grandissimi pezzi di ce🚽sse unitamente a tutti i 🍒oni no vax che vivete nella nostra sicilia--  ci siete riusciti siamo primi per contagi e ultimi per vaccinazioni da lunedì 30 saremo di un bel colore giallo! guardatevi allo specchio e ….🤧🤧 link","B98"
4,4,4,1,"#sicilia, al via a #palermo il primo grande ‘hub’ per le vaccinazioni - video link","B100"
3,3,3,2,"mia cugina, fatto il vaccino 5 giorni fa questa notte trasportata in ospedale e deceduta. proviene da un ceppo familiare che vive 100 anni. nessuna patologia, sportiva, ballava, rideva , ma non ha voluto ascoltarmi voleva essere libera con il vaccino. amen link","B103"
3,3,3,2,"user user__ no, sono sperimentali, leggi il bugiardino e vedrai cosa scrivono. sono vaccini sperimentali somministrati in larga scala per via della pandemia.","B105"
1,1,1,0,"vaccino, lo psicologo: cosi' giovani escono da pantano emotivo  link","B107"
4,4,4,1,"user_fenzi se il cognato di fontana avesse prodotto vaccini, i lombardi sarebbero già tutti vaccinati","B110"
1,1,1,0,"nonni vaccinati, sono un po’ più sollevata❤️","B113"
1,1,1,0,"mia mamma ha detto a mia zia che mi voglio fare il vaccino e ora lei mi ha chiamata per farmi il bordello e a raccontarmi stronzate lette su facebook ma diocane","B119"
3,3,3,2,"cosa succederà? i dati #covid miglioreranno ancora e beccamorto user frenerà, incatenando e chiudendo il paese con l’avallo di user_chigi che la mena con i #vaccini. a quel punto user reagirà? di sicuro il popolo insorgerà furiosamente. #dittaturasanitaria","B120"
3,3,3,2,"user tranqi che col vaccino ci dimezzano","B121"
5,5,5,4,"ogni #movimentosociale è figlio di una determinata epoca storica: o è portato a conformarsi all'esistente oppure è portato alla rottura. link #lotteimmediate #sci #sindacato #vaccini #protest #antiforma #crisi #occupy","B123"
3,3,3,2,"user user_lella user user_laffitte user per non piegarmi al vaccino, devo assolutamente cambiare lavoro. chi può aiutarmi, sappia che ho sempre fatto qualunque cosa, tranne rubare.","B124"
4,4,4,1,"è scontro tra virologi sulle mascherine: bassetti propone l’addio per i vaccinati. gismondo dissente link link","B125"
1,1,1,0,"i free riders del vaccino, ovvero gli scrocconi di libertà (di d. faraone) link #","B126"
1,1,1,0,"voler far ragionare un no vax è come volersi ubriacare con la coca-cola.","B127"
4,4,4,1,"il vaccino di johnson  link via user","B128"
4,4,4,1,"asl avellino. sospensione attività’ centri vaccinali nella giornata di domani, lunedì riprendono le vaccinazioni - link link","B129"
3,3,3,2,"covid-19. l'oms continua a stupire per la grande confusione e contraddizione dei suoi membri. e' preoccupata e dubbiosa per l'efficacia dei vaccini sulla 'variante inglese'. però consiglia di accelerare la vaccinazione, che ormai è inutile per la vecchia influenza passata,","B130"
4,4,4,1,"vaccino, se la seconda dose è quando sono in vacanza: come si comportano le regioni italiane link","B135"
3,3,3,2,"dott. de mari : spiega cosa fare se si attacca la calamita nel braccio dopo il vaccino link","B137"
3,3,3,2,"assassini!  lorenzo si era anche sottoposto al vaccino anti-covid, lo scorso 5 giugno. una scomparsa la sua che sconvolge la comunità, stretta intorno ai genitori","B138"
4,4,4,1,"covid-19. oggi 1.712 dosi di vaccino somministrate dall’ asl di avellino. – retesei | link link","B140"
1,1,1,0,"buongiorno user e roby!  finalmente ho smaltito il vaccino e oggi posso essere con voi come sempre!  #frenchgp 🇫🇷 #moto3 #motorzn user_it","B142"
3,3,3,2,"user è legittimo essere contro il vaccino. non buttare fumo negli occhi.","B143"
1,1,1,0,"user user gli operatori sanitari novax debbono essere licenziati in tronco per evitare rischi per gli altri","B144"
4,4,4,1,"stop a 8000 prenotazioni al vaccino astra zeneca dall'asl toscana sud est link","B145"
3,3,3,2,"user user il vaccino è solo un mezzo. il fine è il grande reset","B147"
1,1,1,0,"se un sanitario non si vaccina sta commettendo un reato? forse. ce lo spiega user","B148"
3,3,3,2,"user provateci a dare un vaccino genico sperimentale ai miei figli. provateci.","B149"
1,1,1,0,"cari novax “ libertà di scelta”,  la vostra libertà finisce dove incomincia la mia di non essere contagiata da voi #novax","B151"
1,1,1,0,". user qualcuno lo fermi perché ha perso il lume della ragione e lo dico da convinta sostenitrice dei vaccini","B154"
1,1,1,0,"#pfizer, ""uno dei vaccini più efficaci nella storia della medicina"". link","B155"
1,1,1,0,"il governo prenda subito la decisione di rendere obbligatoria la vaccinazione! stiamo rischiando un blocco totale che farà molto male alla nostra economia, oltre che a tutti. smettiamola di essere ignoranti egoisti!link","B156"
1,1,1,0,"vaccinare o no i minori contro il covid? interessante questo articolo ⬇️ a fronte di un aumentato, ma limitato rischio di miocarditi (2 su 100 mila), ci si protegge da un rischio ben maggiore di sindrome multisistemica infiammatoria e di miocardite stessa  link link","B157"
4,4,4,1,"#cronaca #ultimenotizie vaccini in aziende, 2mln #astrazeneca in frigo - link - #tifosi #vaccino link","B159"
1,1,1,0,"l’ok alla presenza di spettatori alle gare di #uefa2020 allo stadio #olimpico è un gran bel segnale di #speranza (maiuscolo e minuscolo). ora, però, urge un protocollo rigido del #cts e, soprattutto, un’accelerazione nelle #vaccinazioni. altrimenti sarà l’ennesimo, vuoto proclama","B160"
1,1,1,0,"è assurdo come i novax riescano a mettere in correlazione la morte di #raffaellacarrá con il vaccino. sono da tso ormai. fermateli.","B162"
1,1,1,0,"ad ottobre, quando ci rinchiuderanno nuovamente, ricordate che quel 30% in meno di efficacia del vaccino può comunque fare la differenza! quindi vaccinatevi! perché anche per delta, con il vaccino per lo meno non muoio, senza non so! sappiatelo! #greenpassobbligatorio #pfizerdown","B163"
3,3,3,2,"user user un passaporto per vaccini che hanno ottenuto solamente l'emergency use authorization, ovvero non ancora validati da fda, etc? se cosi fosse continuero' con il delivery, l'ecommerce e gli esercizi al parco o a casa. buona fortuna a tutti. link","B167"
4,4,4,1,"user urge una legge contro l’odio verso chi vuole le restrizioni ai non vaccinati che odiano i vaccinati che… insomma, urge una legge 🙄","B169"
4,4,4,1,"limes:carta: la distribuzione dei vaccini link 25","B170"
4,4,4,1,"politici e vaccino: da salvini e meloni a letta, renzi e grillo. chi lo ha fatto e chi non lo farà","B173"
3,3,3,2,"le overdosi di vaccino… (e dovremmo essere pure contenti)"" link 91","B174"
4,4,4,1,"15 milioni di dosi di vaccino j&amp;j buttati per un errore umano.  il tecnico di laboratorio minimizza: "" ho mischiato pfizer, j&amp;j, soda, lime e vodka e a me sembrava buono""","B176"
4,4,4,1,"da lunedì 7 giugno verrà sospesa l'#attività per la somministrazione del vaccino anti-#covid presso l'#ambulatorio distrettuale della asl 3 in via xii ottobre a #genova. l’attività #vaccinale, si legge nella nota dell'#asl, “proseguirà presso l’#hub della #fiera del #mare. link","B178"
4,4,4,1,"covid, al via le vaccinazioni per caregiver e familiari di soggetti fragili: ecco chi rientra nella categoria link","B179"
1,1,1,0,"user caro massimo, almeno io, non ho idea dello stress delle strutture sanitarie. concordo che questi lockdown a singhiozzo non sono ideali, ma oggettivamente questa pandemia è devastante. piuttosto cerchiamo di stringere sulle vaccinazioni. un caro saluto alessandro","B180"
1,1,1,0,"user perché le case famiglia e le comunità alloggio di roma sono rimaste senza vaccino?    le persone fragili residenti continuano ad ammalarsi nonostante vivano in sostanziale lockdown da un anno!   intanto c'è una petizione link via user","B181"
1,1,1,0,".... aspettando il turno per il vaccino ma porca troooota perché al mio comune fan tutti schifo aooooo datelo a tutti wtf","B182"
3,3,3,2,"user non c'è nessuno che chiede se avesse fatto il vaccino.....ma pensano subito al covid  concorezzo, muore a 15 anni nella sua cameretta. ora si indaga sul covid - cronaca - link link","B183"
4,4,4,1,"11) banco informazioni, ti danno un modulo ""lo compilo e glielo dò adesso?""  12) ti fanno prendere appuntamento dal sito 13) complimenti ha un appuntamento per consegnare il modulo fra un mese. 14) la pandemia è finita, non ho la tessera sanitaria e non ho ancora il vaccino","B184"
3,3,3,2,"“lo scopo principale della vaccinazione non è di ordine sanitario” link","B186"
5,5,5,4,"scrittura del giorno #13giugno  link  #jw #covid19 #coronavirus #covid2019 #covid_19 #covid #covid19italia #covid #covid19italia #covid19italia #vaccino #weekend #buonadomenica #buongiorno #astrazeneca #pfizer #europei2021 #euro2020 #europei","B187"
1,1,1,0,"difficile per ora fare previsioni #covid19. di certo con la vaccinazione le nostre abitudini potranno tornare ad una nuova normalità molto più agibile della presente link","B192"
1,1,1,0,"“vaccinari è megghiu di futtiri”","B196"
1,1,1,0,"user user ho citato tutte trasmissioni passate che diffondevano falsità. per me è grave per lei no. hanno diffuso le fake sui vaccini. per me è di una gravità inaudita. enorme. per lei no. libere opinioni per carità...ma parlare di trasmissione attendibile no eh.  link","B197"
1,1,1,0,"orgogliosa e grata ai nostri ragazzi in divisa che, come sempre, ci sono nel momento del bisogno.  generale #figliuolo avanti tutta con i vaccini noi di user_italia siamo al vostro fianco.","B199"
1,1,1,0,"è bellissimo sentire i commenti delle persone grandi sul momento della loro vaccinazione. servizio,gentilezza degli operatori sanitari e grande soddisfazione x avere ricevuto a loro tutela la salvezza. siamo in #emiliaromagna","B200"
3,3,3,2,"user_sibari user allora mi dica il vaccino e autorizzato alla vendita in emergenza ma rimane sperimentale fino al 2023  un obbligo da parte dello stato impone che lo stato stesso si faccia carico di eventuali danni rendendo superfluo il consenso firmato  chi pagherà?","B201"
3,3,3,2,"robert f. kennedy jr. su pfizer e fda: „ questo è uno schema sinistro per imporre un vaccino gravemente difettoso che ha già fato la storia con morti e feriti, che non previene né la malattia né la trasmissione e non migliora la mortalità“.","B202"
4,4,4,1,"vaccini covid, la classifica delle regioni link","B203"
4,4,4,1,"vaccini: sileri,verosimile ripeterli ogni anno link","B204"
1,1,1,0,"user user_ spiegazione: classe di età &gt;50  vaccinati 95%  non vaccinati 5% : il rapporto è 19:1 tabella: morti: vaccinati  279 non vaccinati 131: il rapporto è 2.2:1.  quindi il vaccino ha protetto gli over 50,anche se il  numero dei loro morti è superiore a quello dei non vaccinati.","B210"
1,1,1,0,"comunque ieri sera l’host del nostro b&amp;b ci ha seriamente detto che non fa il vaccino perché a sua sorella adesso rimangono le chiavi attaccate addosso. non ne usciamo.","B211"
3,3,3,2,"link  #astrazeneca , #antonellaviola e l'allarme sui #vaccini: ""i #rischi superano ampiamente i #benefici, ma non l'hanno letto?""   #liberoquotidiano","B213"
1,1,1,0,"user user user parli per lei quando si riferisce a chi è stolto non coinvolga gli italiani. milioni di morti in tutto il mondo ed ha ancora il coraggio di mettere in dubbio la necessità dei vaccini? per sua informazione poi tutti i paesi hanno acquistato vaccini comprese le locomotive europee","B215"
3,3,3,2,"user user user user non so in quanti sopravviveremo a  altri due anni di vaccini !!??!?😱😱😱… e lo avevano detto …siamo in troppi al mondo😡😤😤","B217"
4,4,4,1,"vaccini lazio, ripartono le prime dosi: la chiusura degli hub ora slitta a ferragosto - link link","B218"
4,4,4,1,"fauci, stiamo lavorando a vaccino anti-covid in pillole link","B219"
4,4,4,1,"vaccini, in piemonte si risolve il rebus dell'appuntamento per l'iniezione [di sara strippoli] [aggiornamento delle 08:00] link","B221"
1,1,1,0,"user chi sceglie di non vaccinarsi è come quello che non rispetta il divieto di sosta e di fermata nei giorni di mercato. chi si è vaccinato ha pagato il suolo pubblico e si è iscritto alla camera di commercio, e loro ne approfittano a sbafo.","B222"
1,1,1,0,"𝐒𝐞𝐧𝐭𝐢𝐫𝐬𝐢 𝐫𝐞𝐬𝐩𝐨𝐧𝐬𝐚𝐛𝐢𝐥𝐢  per se e per gli altri! lo stato italiano e la situazione storica ci chiedono e ci impongono la #responsabilita attraverso la chiamata alla vaccinazione di massa.  #vaccini #covid19 #governoitaliano #pandemia  link","B224"
4,4,4,1,"vaccino anti-covid, online il portale regionale per la registrazione degli estremamente vulnerabili link","B225"
3,3,3,2,"i pazzi under 50 che si fanno astrazeneca vanno fermati! governo di assassini!!!","B228"
4,4,4,1,"vaccini lazio, al via 'open week' astrazeneca per maggiorenni - adnkronos link","B229"
4,4,4,1,"vaccini, marco rizzo-pc: +è la guerra dei vaccini, sputnik dato che è russo non si può dare+"" link 54","B230"
3,3,3,2,"detto questo figliuolo riceve ordini e li esegue. da lui non si cava un ragno dal buco. la vaccinazione dei minorenni è un atto gravissimo, tirannico, figlio di una ideologia assurda ed inquietanta. purtroppo non bastano le buone maniere per far sentire il proprio dissenso.","B231"
4,4,4,1,"brasile. al via campagna “vaccini nel braccio e cibo nel piatto” | radio m modica link","B232"
3,3,3,2,"conferenza del dottor charles morgan all'accademia militare di west point: controllo remoto del cervello umano tramite vaccini mrna - database italia link via user","B234"
3,3,3,2,"prato muore durante la tac. aveva fatto vaccino due giorni prima disposta l’autopsia - #prato #muore #durante #aveva #fatto link","B235"
3,3,3,2,"user vaccinati in quanto codardi, ma non possono dirlo per non perdere la quasi totalità dei loro elettori.🤡","B236"
4,4,4,1,"giro di vite per 45mila sanitari. per i non vaccinati stop all’attività link","B237"
4,4,4,1,"user già che siamo in argomento qualcuno potrebbe spiegare perché la user è penultima per la vaccinazione degli ultraottantenni affidata fin da subito  e giustamente ai medici di famiglia? user user","B238"
4,4,4,1,"campagna vaccinazione in cina: oltre 2 mld dosi somministrate   video link","B239"
1,1,1,0,"user user_francesco user quindi non ti vaccini contro il tetano fino a che non muori di tetano perché in base alla tua esperienza personale il tetano non esiste. d'accordo.","B241"
4,4,4,1,"2 settembre alle 20:00, a vibo, sarò alla presentazione del libro di matteo bassetti. intanto è notizia di oggi: ennesima aggressione dei no vax nei confronti dell'infettivologo bassetti inseguito e minacciato: ""ci ucciderete tutti con questi vaccini e ve la faremo pagare"". link","B246"
3,3,3,2,"basta tutti testimonial di vaccini e case farmaceutiche","B249"
4,4,4,1,"#vaccini, l'italia procede a rilento? com'è la situazione in altri paesi #ue? ora su user: fabrizio pregliasco user, don pietro sigurani e user_anfossi di user_cristiana. link link","B251"
4,4,4,1,"vaccini, stefani-speranza: disabili fra categorie prioritare link","B253"
3,3,3,2,"""evidenzia una grande quantità di #asintomatici"" quindi, se il #vaccino eviterebbe il manifestarsi di sintomi gravi, a che cazzo serve davvero se ci son tutti sti asintomatici? c-r-i-m-i-n-a-l-i negazionisti della libertà si sapeva,ora si sa neanche avvezzi alla logica #tagadala7","B256"
3,3,3,2,"user uguale per noi. i miei figli già mi dicono che se per uscire devono essere vaccinati lo faranno. questo è il messaggio che passa dai media con la lingua felpata.","B263"
1,1,1,0,"vaccino, papa “strumento essenziale nella lotta alla pandemia” link","B264"
1,1,1,0,"user se procediamo così, al ritmo di mezzo milione di vaccini giornalieri, se ne può uscire in fretta. per quanto mi riguarda, dobbiamo solo sperare che si prosegua su questa strada","B267"
1,1,1,0,"covid, persi oltre 9mila posti di lavoro in abruzzo: “avanti spediti con campagna vaccini” link #abruzzo","B270"
4,4,4,1,"l’india ha ordinato 300 milioni dosi di un vaccino anti-covid non approvato link","B273"
3,3,3,2,"user siamo sempre guariti dalle polmoniti, le cure esistono.. è di vaccino che si muore, e non ci sono storie, e non sanno nemmeno riconoscerlo tanto più che essendo sperimentale dovrebbero verificare le cause dei decessi anziché catalogarli come “malore improvviso “... vergogna..","B274"
1,1,1,0,"per l'ottimo andamento della campagna vaccinale voglio ringraziare marco travaglio. ogni sua lacrima sono sui 50mila vaccinati in più","B276"
3,3,3,2,"cioè, tutti sti soldi spesi per vaccini (in via di sperimentazione) servono solo ad arricchire bigpharma. altro che giornate della memoria... 💣💣","B277"
1,1,1,0,"user_opamp user 1 i vaccini mrna vengono studiati da 20 anni quindi se ne conoscono gli effetti a lungo termine. 2 in europa sono stati rilasciati con la pratica dell'approvazione condizionata, utilizzata con dal 2006 con diversi altri farmaci.","B278"
3,3,3,2,"user user l obbligo del vaccino preclude solo se vi e' una pandemia,fatto e ke se si cerka sul web ilvirus sarsa nn e pandemico perke nn letale ,xessere letale ki e contagiato deve morire ,invece il sarsa ,nn e letale colpisce i + emaciati con altre patologie e vecci over 80","B279"
3,3,3,2,"neppure se toccati personalmente ammettono l’irrazionalità di ciò che subiscono e che impongono. una #politica morta, miope, subordinata ai militari come #figliuolo. #zingaretti #vaccini #greenpass #covid19  #greenpassobbligatorio link","B280"
3,3,3,2,"user user user diffondere il più possibile, solo con le cure si blocca il vaccino.  1) erik grimaldi: terapia domiciliari precoci. 2) link  queste sono associazioni italiane che se fosse necessario basta contattarli per ricevere assistenza, e non chiedono niente in cambio","B281"
3,3,3,2,"user un po' come quelli che volevano che i non vaccinati pagassero le eventuali cure di tasca propria, proprio delle merdacce, eh? facciamo allora che i vaccinati si paghino il vaccino e le cure di tasca propria, così imparano.","B284"
4,4,4,1,"ecco come prenotarsi per ricevere il #vaccinoanticovid.  link","B285"
4,4,4,1,"#covid_19, speranza:""attese almeno 50 milioni di dosi di #vaccini”. il ministro della salute: pressing quotidiano sulle aziende“ #17marzo link","B288"
3,3,3,2,"user tu che dici mariano... dove andiamo a finire così? mi chiedo sempre la stessa cosa: se il vaccino (che vaccino nn è, in quanto farmaco sperimentale dichiarato) è sicuro... che motivo hanno i vaccinati di stare allarmati? sono protetti no? come mai tutto questo odio per chi ha","B290"
1,1,1,0,"credevo di aver bonificato i miei follower, e invece … ‘sti novax spuntano come scarafaggi di notte","B295"
3,3,3,2,"covid, la pediatra angelina farella: “pensare di sottoporre i bambini a questo tipo di vaccini è un crimine”: link","B296"
5,5,5,4,"user un'armata brancoladinotte...i casi sono 2...o loro sono stati clonati al cairo (dove gli originali sono reclusi xchè sanno la verità).. e qui sono  impiegati  nella vaccinazione reclutante dei ""semplici"".. o sono gli autentici che operano qui ma sotto ricatto..e i familiari..là..","B298"
3,3,3,2,"user user sul fatto che gli italiani non siano popolo bue ho molte riserve.  gente disposta a farsi vaccinare anche con l’acquaragia pur di andare in vacanza “immunizzati” e già pronti a sacrificare anche i loro figli sull’altare del dio vax.  popolo bue anche troppo poco per sta gente ..","B299"
1,1,1,0,"user_patrizia una mia ex vicina di casa, gravemente obesa e diabetica, nonostante avesse la priorità del vaccino, non l'ha voluto fare. è in terapia intensiva in condizioni disperate. ma come si fa....","B300"
4,4,4,1,"geopolitica dei vaccini - mappa mundi"" link 40","B303"
1,1,1,0,"user user user e quindi? i vaccinati nel 95%/99% dei casi non avranno bisogno di 300 euro di cure da cavallo e 20 mila euro di terapia intensiva.","B304"
1,1,1,0,"user_lorenzo user user user se non sei vaccinato non entri nei luoghi pubblici non sali nei mezzi pubblici te ne stai per conto tuo e non calpesti il diritto degli altri a non subire la tua violenza sulla base di un presunto diritto che non esiste .","B305"
1,1,1,0,"user l'unica (magra) consolazione che mi da questa psicosi, è che presumibilmente la data della mia vaccinazione dovrebbe avvicinarsi in modo consistente per le  rinunce che arriveranno","B308"
3,3,3,2,"user user_lz user user user_claudio user_marco bhe devo dire che questa “correzione di fake news” fa molto ridere.  il vaccino immunizza solo per poche settimane? no, in realtà solo per pochi mesi. sai che differenza 🙄","B309"
3,3,3,2,"#staseraitalia le varianti si sviluppano dove non si vaccina? è esattamente il contrario, si chiama pressione selettiva dei vaccini.","B312"
3,3,3,2,"ci arrivano piano piano a dire #vaccino #covid obbligatorio per tutti, dalla nascita ai 125 anni ma dategli un paio di mesi. tanto ormai vaccinano pure durante la gravidanza, poi passeranno agli animali vedrete. e quello sarà il momento che i #fruttariani diventeranno tantissimi.","B313"
3,3,3,2,"la gravidanza solidale. il vaccino solidale. il pass solidale. gli immobili solidali. la parolina magica per coprire le porcate.","B314"
